NR. DOSAR,DATA ÎNREGISTRĂRII,TERMEN,SOLUȚIE
72201/RD/2011,07.10.2011,,14.05.2012
72210/RD/2011,07.10.2011,,14.05.2012
72214/RD/2011,07.10.2011,,24.08.2012
72215/RD/2011,07.10.2011,,20.09.2012
72224/RD/2011,07.10.2011,,12.06.2014
72228/RD/2011,07.10.2011,,14.05.2012
72230/RD/2011,07.10.2011,,14.05.2012
72250/RD/2011,07.10.2011,,14.05.2012
72426/RD/2011,07.10.2011,,14.05.2012
72479/RD/2011,07.10.2011,,14.05.2012
72498/RD/2011,07.10.2011,,14.05.2012
72520/RD/2011,07.10.2011,,14.05.2012
72529/RD/2011,07.10.2011,,14.05.2012
72564/RD/2011,07.10.2011,,11.07.2012
72571/RD/2011,07.10.2011,,14.05.2012
72576/RD/2011,07.10.2011,,14.05.2012
72590/RD/2011,07.10.2011,,14.05.2012
72603/RD/2011,07.10.2011,,14.05.2012
72620/RD/2011,07.10.2011,,14.05.2012
72642/RD/2011,07.10.2011,,14.05.2012
72651/RD/2011,07.10.2011,,14.05.2012
72660/RD/2011,07.10.2011,,11.07.2012
72671/RD/2011,07.10.2011,,14.05.2012
72676/RD/2011,07.10.2011,,14.05.2012
72690/RD/2011,07.10.2011,,11.07.2012
72693/RD/2011,07.10.2011,,14.05.2012
72695/RD/2011,07.10.2011,,14.05.2012
72697/RD/2011,07.10.2011,,14.05.2012
72698/RD/2011,07.10.2011,,11.07.2012
72701/RD/2011,07.10.2011,,14.05.2012
72708/RD/2011,07.10.2011,,14.05.2012
73004/RD/2011,10.10.2011,,14.05.2012
73010/RD/2011,10.10.2011,,14.05.2012
73015/RD/2011,10.10.2011,,14.05.2012
73018/RD/2011,10.10.2011,,14.05.2012
73021/RD/2011,10.10.2011,,11.07.2012
73022/RD/2011,10.10.2011,,11.07.2012
73731/RD/2011,12.10.2011,,14.05.2012
73797/RD/2011,12.10.2011,,14.05.2012
73851/RD/2011,12.10.2011,,14.05.2012
73871/RD/2011,12.10.2011,,14.05.2012
74630/RD/2011,13.10.2011,,18.05.2012
76679/RD/2011,19.10.2011,,18.05.2012
77219/RD/2011,20.10.2011,,18.05.2012
77639/RD/2011,21.10.2011,,11.07.2012
77640/RD/2011,21.10.2011,,14.05.2012
79500/RD/2011,26.10.2011,,18.05.2012
79566/RD/2011,26.10.2011,,18.05.2012
79584/RD/2011,26.10.2011,,18.05.2012
79591/RD/2011,26.10.2011,,12.06.2012
81619/RD/2011,01.11.2011,,24.08.2012
81639/RD/2011,01.11.2011,,24.08.2012
81661/RD/2011,01.11.2011,,24.08.2012
81684/RD/2011,01.11.2011,,18.05.2012
81702/RD/2011,01.11.2011,,18.05.2012
81727/RD/2011,01.11.2011,,28.01.2013
81772/RD/2011,01.11.2011,,18.05.2012
81826/RD/2011,01.11.2011,,18.05.2012
81836/RD/2011,01.11.2011,,18.05.2012
81844/RD/2011,01.11.2011,,18.05.2012
81859/RD/2011,01.11.2011,,18.05.2012
81867/RD/2011,01.11.2011,,24.08.2012
81884/RD/2011,01.11.2011,,18.05.2012
81888/RD/2011,01.11.2011,,18.05.2012
81890/RD/2011,01.11.2011,,18.05.2012
81894/RD/2011,01.11.2011,,18.05.2012
81895/RD/2011,01.11.2011,,18.05.2012
81901/RD/2011,01.11.2011,,18.05.2012
81906/RD/2011,01.11.2011,,18.05.2012
81910/RD/2011,01.11.2011,,24.08.2012
81930/RD/2011,01.11.2011,,18.05.2012
81935/RD/2011,01.11.2011,,18.05.2012
81939/RD/2011,01.11.2011,,24.08.2012
81945/RD/2011,01.11.2011,,24.08.2012
81955/RD/2011,01.11.2011,,18.05.2012
81961/RD/2011,01.11.2011,,18.05.2012
81971/RD/2011,01.11.2011,,18.05.2012
81977/RD/2011,01.11.2011,,18.05.2012
82039/RD/2011,01.11.2011,,28.01.2013
82043/RD/2011,01.11.2011,,18.05.2012
82045/RD/2011,01.11.2011,,18.05.2012
82049/RD/2011,01.11.2011,,18.05.2012
82052/RD/2011,01.11.2011,,18.05.2012
82063/RD/2011,01.11.2011,,28.01.2013
82120/RD/2011,01.11.2011,,18.05.2012
82123/RD/2011,01.11.2011,,18.05.2012
82127/RD/2011,01.11.2011,,18.05.2012
82130/RD/2011,01.11.2011,,13.06.2014
82132/RD/2011,01.11.2011,,18.05.2012
82134/RD/2011,01.11.2011,,18.05.2012
82136/RD/2011,01.11.2011,,18.05.2012
82138/RD/2011,01.11.2011,,18.05.2012
82251/RD/2011,02.11.2011,,12.06.2012
82281/RD/2011,02.11.2011,,18.05.2012
82772/RD/2011,03.11.2011,,25.09.2012
82802/RD/2011,03.11.2011,,12.06.2012
82813/RD/2011,03.11.2011,,18.05.2012
82826/RD/2011,03.11.2011,,18.05.2012
82834/RD/2011,03.11.2011,,18.05.2012
82842/RD/2011,03.11.2011,,18.05.2012
82852/RD/2011,03.11.2011,,18.05.2012
82857/RD/2011,03.11.2011,,18.05.2012
82877/RD/2011,03.11.2011,,12.06.2012
82907/RD/2011,03.11.2011,,12.06.2012
82916/RD/2011,03.11.2011,,16.11.2012
82937/RD/2011,03.11.2011,,16.11.2012
82945/RD/2011,03.11.2011,,12.06.2012
83230/RD/2011,03.11.2011,,12.06.2012
83231/RD/2011,03.11.2011,,12.06.2012
83232/RD/2011,03.11.2011,,12.06.2012
83233/RD/2011,03.11.2011,,09.04.2013
83234/RD/2011,03.11.2011,,12.06.2012
83235/RD/2011,03.11.2011,,12.06.2012
83236/RD/2011,03.11.2011,,25.09.2012
83310/RD/2011,04.11.2011,,16.11.2012
83330/RD/2011,04.11.2011,,12.06.2012
83368/RD/2011,04.11.2011,,12.06.2012
83389/RD/2011,04.11.2011,,12.06.2012
83443/RD/2011,04.11.2011,,16.11.2012
83470/RD/2011,04.11.2011,,16.11.2012
83484/RD/2011,04.11.2011,,12.06.2012
83550/RD/2011,04.11.2011,,12.06.2012
83563/RD/2011,04.11.2011,,12.06.2012
83619/RD/2011,04.11.2011,,25.09.2012
83629/RD/2011,04.11.2011,,12.06.2012
83635/RD/2011,04.11.2011,,12.06.2012
83637/RD/2011,04.11.2011,,12.06.2012
83638/RD/2011,04.11.2011,,12.06.2012
83639/RD/2011,04.11.2011,,12.06.2012
83640/RD/2011,04.11.2011,,12.06.2012
83642/RD/2011,04.11.2011,,12.06.2012
83643/RD/2011,04.11.2011,,09.04.2013
83644/RD/2011,04.11.2011,,09.04.2013
83645/RD/2011,04.11.2011,,09.04.2013
83646/RD/2011,04.11.2011,,09.04.2013
83710/RD/2011,04.11.2011,,16.11.2012
83721/RD/2011,04.11.2011,,16.11.2012
83765/RD/2011,04.11.2011,,25.09.2012
83784/RD/2011,04.11.2011,,16.11.2012
83809/RD/2011,04.11.2011,,25.09.2012
83818/RD/2011,04.11.2011,,25.09.2012
83831/RD/2011,04.11.2011,,12.06.2012
83837/RD/2011,04.11.2011,,12.06.2012
83847/RD/2011,04.11.2011,,12.06.2012
84963/RD/2011,09.11.2011,,11.06.2012
85010/RD/2011,09.11.2011,,11.06.2012
85067/RD/2011,09.11.2011,,11.06.2012
85091/RD/2011,09.11.2011,,11.06.2012
85123/RD/2011,09.11.2011,,11.06.2012
85239/RD/2011,09.11.2011,,23.09.2013
85246/RD/2011,09.11.2011,,12.09.2014
85258/RD/2011,09.11.2011,,15.02.2013
85448/RD/2011,10.11.2011,,11.07.2012
85455/RD/2011,10.11.2011,,11.06.2012
85464/RD/2011,10.11.2011,,11.06.2012
85474/RD/2011,10.11.2011,,15.03.2013
85487/RD/2011,10.11.2011,,15.03.2013
85584/RD/2011,10.11.2011,,22.08.2013
85597/RD/2011,10.11.2011,,15.02.2013
85638/RD/2011,10.11.2011,,11.06.2012
86845/RD/2011,14.11.2011,,12.06.2012
86862/RD/2011,14.11.2011,,05.10.2015
87714/RD/2011,16.11.2011,,12.05.2014
87731/RD/2011,16.11.2011,,11.06.2012
87759/RD/2011,16.11.2011,,11.06.2012
87799/RD/2011,16.11.2011,,28.01.2013
87848/RD/2011,16.11.2011,,11.06.2012
87876/RD/2011,16.11.2011,,12.06.2012
87911/RD/2011,16.11.2011,,11.06.2012
87986/RD/2011,16.11.2011,,11.06.2012
88015/RD/2011,16.11.2011,,11.06.2012
89425/RD/2011,18.11.2011,,20.09.2012
89429/RD/2011,18.11.2011,,11.06.2012
89431/RD/2011,18.11.2011,,20.09.2012
89432/RD/2011,18.11.2011,,20.09.2012
89433/RD/2011,18.11.2011,,20.09.2012
89434/RD/2011,18.11.2011,,20.09.2012
89435/RD/2011,18.11.2011,,20.09.2012
89436/RD/2011,18.11.2011,,11.06.2012
89437/RD/2011,18.11.2011,,11.06.2012
89438/RD/2011,18.11.2011,,20.09.2012
89439/RD/2011,18.11.2011,,11.06.2012
89440/RD/2011,18.11.2011,,11.06.2012
89441/RD/2011,18.11.2011,,11.06.2012
89442/RD/2011,18.11.2011,,11.06.2012
89443/RD/2011,18.11.2011,,11.06.2012
89444/RD/2011,18.11.2011,,20.09.2012
89445/RD/2011,18.11.2011,,11.06.2012
89446/RD/2011,18.11.2011,,11.06.2012
89447/RD/2011,18.11.2011,,11.06.2012
89448/RD/2011,18.11.2011,,11.06.2012
89449/RD/2011,18.11.2011,,11.06.2012
89450/RD/2011,18.11.2011,,11.06.2012
89451/RD/2011,18.11.2011,,11.06.2012
89452/RD/2011,18.11.2011,,11.06.2012
89453/RD/2011,18.11.2011,,20.09.2012
89454/RD/2011,18.11.2011,,11.06.2012
89455/RD/2011,18.11.2011,,20.09.2012
89456/RD/2011,18.11.2011,,11.06.2012
89457/RD/2011,18.11.2011,,11.06.2012
89458/RD/2011,18.11.2011,,11.06.2012
89459/RD/2011,18.11.2011,,11.06.2012
90293/RD/2011,22.11.2011,,20.09.2012
90439/RD/2011,22.11.2011,,11.06.2012
90471/RD/2011,23.11.2011,,15.02.2013
90921/RD/2011,23.11.2011,,11.06.2012
92963/RD/2011,29.11.2011,,11.06.2012
93330/RD/2011,30.11.2011,,11.06.2012
93345/RD/2011,30.11.2011,,11.06.2012
93389/RD/2011,30.11.2011,,11.06.2012
93431/RD/2011,30.11.2011,,07.07.2014
93433/RD/2011,30.11.2011,,11.06.2012
93435/RD/2011,30.11.2011,,11.06.2012
93443/RD/2011,30.11.2011,,11.06.2012
93462/RD/2011,30.11.2011,,20.09.2012
93493/RD/2011,30.11.2011,,20.09.2012
93511/RD/2011,30.11.2011,,16.11.2012
93515/RD/2011,30.11.2011,,11.06.2012
93516/RD/2011,30.11.2011,,11.06.2012
93542/RD/2011,30.11.2011,,11.06.2012
93543/RD/2011,30.11.2011,,16.11.2012
93544/RD/2011,30.11.2011,,11.06.2012
93545/RD/2011,30.11.2011,,20.09.2012
93546/RD/2011,30.11.2011,,11.06.2012
93547/RD/2011,30.11.2011,,11.06.2012
93548/RD/2011,30.11.2011,,20.09.2012
93549/RD/2011,30.11.2011,,11.06.2012
93550/RD/2011,30.11.2011,,11.06.2012
93551/RD/2011,30.11.2011,,11.06.2012
93552/RD/2011,30.11.2011,,11.06.2012
93553/RD/2011,30.11.2011,,11.06.2012
93554/RD/2011,30.11.2011,,16.11.2012
93555/RD/2011,30.11.2011,,16.11.2012
93556/RD/2011,30.11.2011,,11.06.2012
93557/RD/2011,30.11.2011,,11.06.2012
93558/RD/2011,30.11.2011,,11.06.2012
93559/RD/2011,30.11.2011,,11.06.2012
93560/RD/2011,30.11.2011,,11.06.2012
93561/RD/2011,30.11.2011,,11.06.2012
93562/RD/2011,30.11.2011,,11.06.2012
93563/RD/2011,30.11.2011,,11.06.2012
93564/RD/2011,30.11.2011,,11.06.2012
93565/RD/2011,30.11.2011,,20.09.2012
93566/RD/2011,30.11.2011,,11.06.2012
93567/RD/2011,30.11.2011,,20.09.2012
93568/RD/2011,30.11.2011,,11.06.2012
93569/RD/2011,30.11.2011,,11.06.2012
93662/RD/2011,02.12.2011,,20.09.2012
93731/RD/2011,02.12.2011,,11.06.2012
93749/RD/2011,02.12.2011,,20.09.2012
93756/RD/2011,02.12.2011,,11.06.2012
93757/RD/2011,02.12.2011,,11.06.2012
93763/RD/2011,02.12.2011,,11.06.2012
93764/RD/2011,02.12.2011,,11.06.2012
93768/RD/2011,02.12.2011,,11.06.2012
93773/RD/2011,02.12.2011,,11.06.2012
93776/RD/2011,02.12.2011,,20.09.2012
93782/RD/2011,02.12.2011,,11.06.2012
93788/RD/2011,02.12.2011,,11.06.2012
93791/RD/2011,02.12.2011,,11.06.2012
93794/RD/2011,02.12.2011,,11.06.2012
93796/RD/2011,02.12.2011,,20.09.2012
95254/RD/2011,07.12.2011,,02.11.2012
97362/RD/2011,14.12.2011,,12.06.2012
97392/RD/2011,14.12.2011,,12.06.2012
97443/RD/2011,14.12.2011,,12.06.2012
99012/RD/2011,19.12.2011,,12.06.2012
99302/RD/2011,20.12.2011,,12.06.2012
99337/RD/2011,20.12.2011,,12.06.2012
99703/RD/2011,20.12.2011,,12.06.2012
99709/RD/2011,20.12.2011,,12.06.2012
99714/RD/2011,20.12.2011,,12.06.2012
99720/RD/2011,20.12.2011,,12.06.2012
99913/RD/2011,21.12.2011,,12.06.2012
100128/RD/2011,21.12.2011,,12.06.2012
101022/RD/2011,23.12.2011,,12.06.2012
101033/RD/2011,23.12.2011,,12.06.2012
101042/RD/2011,23.12.2011,,12.06.2012
101070/RD/2011,23.12.2011,,12.06.2012
101092/RD/2011,23.12.2011,,12.06.2012
101097/RD/2011,23.12.2011,,10.01.2013
101104/RD/2011,23.12.2011,,12.06.2012
101107/RD/2011,23.12.2011,,12.06.2012
101112/RD/2011,23.12.2011,,12.06.2012
101113/RD/2011,23.12.2011,,12.06.2012
101114/RD/2011,23.12.2011,,24.08.2012
101115/RD/2011,23.12.2011,,12.06.2012
101116/RD/2011,23.12.2011,,12.06.2012
101117/RD/2011,23.12.2011,,12.06.2012
101118/RD/2011,23.12.2011,,12.06.2012
101119/RD/2011,23.12.2011,,24.08.2012
101121/RD/2011,23.12.2011,,29.10.2012
101683/RD/2011,28.12.2011,,12.06.2012
34/RD/2023,03.01.2023,,18.05.2025
38/RD/2023,03.01.2023,,08.04.2025
47/RD/2023,03.01.2023,,11.02.2025
67/RD/2023,03.01.2023,,29.05.2025
69/RD/2023,03.01.2023,,21.12.2025
77/RD/2023,03.01.2023,,14.07.2025
106/RD/2023,03.01.2023,,15.05.2024
143/RD/2023,03.01.2023,,10.07.2025
276/RD/2023,04.01.2023,,21.12.2024
466/RD/2023,05.01.2023,,20.07.2024
584/RD/2023,09.01.2023,,11.10.2025
586/RD/2023,09.01.2023,,25.09.2025
590/RD/2023,09.01.2023,,11.07.2025
600/RD/2023,09.01.2023,,22.04.2025
602/RD/2023,09.01.2023,,20.07.2025
604/RD/2023,09.01.2023,,05.02.2025
607/RD/2023,09.01.2023,,15.03.2025
644/RD/2023,09.01.2023,,15.02.2025
649/RD/2023,09.01.2023,,16.06.2025
658/RD/2023,09.01.2023,,29.05.2025
663/RD/2023,09.01.2023,,03.07.2025
671/RD/2023,09.01.2023,,30.01.2025
678/RD/2023,09.01.2023,,05.02.2025
683/RD/2023,09.01.2023,,09.09.2025
696/RD/2023,09.01.2023,10.04.2026,
736/RD/2023,09.01.2023,,29.10.2025
739/RD/2023,09.01.2023,,19.09.2025
742/RD/2023,09.01.2023,,04.11.2025
744/RD/2023,09.01.2023,,23.10.2025
746/RD/2023,09.01.2023,,12.01.2025
748/RD/2023,09.01.2023,,18.03.2025
808/RD/2023,10.01.2023,,23.08.2024
813/RD/2023,10.01.2023,,10.07.2024
819/RD/2023,10.01.2023,,29.10.2024
822/RD/2023,10.01.2023,,07.02.2024
869/RD/2023,10.01.2023,,04.01.2024
874/RD/2023,10.01.2023,30.01.2026,
934/RD/2023,10.01.2023,,26.08.2025
956/RD/2023,10.01.2023,,19.02.2024
1018/RD/2023,11.01.2023,,06.02.2024
1056/RD/2023,11.01.2023,,10.07.2024
1059/RD/2023,11.01.2023,,11.12.2024
1074/RD/2023,11.01.2023,30.01.2026,
1081/RD/2023,11.01.2023,30.01.2026,
1085/RD/2023,11.01.2023,30.01.2026,
1089/RD/2023,11.01.2023,30.01.2026,
1094/RD/2023,11.01.2023,30.01.2026,
1107/RD/2023,11.01.2023,30.01.2026,
1112/RD/2023,11.01.2023,,05.03.2025
1113/RD/2023,11.01.2023,30.01.2026,
1117/RD/2023,11.01.2023,30.01.2026,
1173/RD/2023,11.01.2023,30.01.2026,
1178/RD/2023,11.01.2023,,28.07.2024
1182/RD/2023,11.01.2023,,24.05.2024
1227/RD/2023,12.01.2023,,16.12.2024
1250/RD/2023,12.01.2023,,22.11.2025
1252/RD/2023,12.01.2023,,16.12.2025
1254/RD/2023,12.01.2023,,12.07.2024
1260/RD/2023,12.01.2023,,29.10.2024
1269/RD/2023,12.01.2023,19.12.2025,
1272/RD/2023,12.01.2023,,05.03.2025
1275/RD/2023,12.01.2023,19.12.2025,
1278/RD/2023,12.01.2023,19.12.2025,
1284/RD/2023,12.01.2023,,11.07.2025
1285/RD/2023,12.01.2023,,15.11.2025
1289/RD/2023,12.01.2023,,04.11.2025
1328/RD/2023,12.01.2023,,28.03.2025
1330/RD/2023,12.01.2023,19.12.2025,
1332/RD/2023,12.01.2023,,10.04.2025
1335/RD/2023,12.01.2023,03.02.2026,
1340/RD/2023,12.01.2023,,24.08.2025
1342/RD/2023,12.01.2023,,15.05.2025
1343/RD/2023,12.01.2023,,23.09.2025
1344/RD/2023,12.01.2023,,28.01.2025
1445/RD/2023,13.01.2023,29.08.2025,
1451/RD/2023,29.12.2022,,24.05.2024
1452/RD/2023,05.01.2023,,30.01.2024
1453/RD/2023,05.01.2023,,04.05.2024
1454/RD/2023,06.01.2023,,18.05.2025
1455/RD/2023,27.12.2022,,15.05.2024
1456/RD/2023,11.01.2023,19.12.2025,
1457/RD/2023,09.12.2022,,21.07.2025
1458/RD/2023,30.12.2022,,22.11.2024
1459/RD/2023,11.01.2023,,10.12.2024
1460/RD/2023,27.12.2022,,14.01.2024
1461/RD/2023,05.01.2023,,14.07.2024
1462/RD/2023,11.01.2023,,07.06.2024
1463/RD/2023,12.01.2023,,22.11.2025
1464/RD/2023,23.12.2022,,04.11.2025
1465/RD/2023,28.12.2022,,05.03.2025
1466/RD/2023,28.12.2022,,24.04.2025
1467/RD/2023,12.01.2023,,14.05.2025
1468/RD/2023,28.12.2022,,14.07.2025
1469/RD/2023,11.01.2023,,11.07.2025
1470/RD/2023,06.01.2023,,08.12.2025
1471/RD/2023,11.01.2023,,19.04.2025
1472/RD/2023,29.12.2022,,26.03.2025
1473/RD/2023,27.12.2022,,11.02.2025
1474/RD/2023,23.12.2022,,11.02.2025
1475/RD/2023,09.01.2023,,06.08.2025
1476/RD/2023,10.01.2023,,16.11.2025
1477/RD/2023,04.01.2023,,12.09.2025
1478/RD/2023,05.01.2023,,16.06.2025
1479/RD/2023,28.12.2022,,04.07.2025
1480/RD/2023,05.01.2023,,18.02.2025
1481/RD/2023,10.01.2023,,06.02.2025
1482/RD/2023,11.01.2023,,10.12.2025
1483/RD/2023,10.01.2023,,22.04.2025
1484/RD/2023,05.01.2023,,15.02.2025
1485/RD/2023,09.01.2023,,31.03.2025
1486/RD/2023,29.12.2022,,18.01.2025
1487/RD/2023,10.01.2023,,07.06.2025
1488/RD/2023,27.12.2022,,04.07.2025
1489/RD/2023,29.12.2022,,29.05.2025
1491/RD/2023,29.12.2022,,20.07.2025
1492/RD/2023,29.12.2022,,22.11.2025
1494/RD/2023,23.12.2022,,28.06.2025
1495/RD/2023,23.12.2022,,19.03.2025
1496/RD/2023,23.12.2022,,14.05.2025
1497/RD/2023,06.01.2023,,13.11.2025
1498/RD/2023,09.12.2022,,09.08.2025
1499/RD/2023,23.12.2022,,23.08.2025
1500/RD/2023,11.01.2023,,21.07.2025
1501/RD/2023,28.12.2022,,29.05.2025
1502/RD/2023,09.12.2022,,22.08.2025
1503/RD/2023,09.01.2023,,15.05.2025
1504/RD/2023,11.01.2023,,17.12.2025
1505/RD/2023,28.12.2022,,08.12.2025
1506/RD/2023,09.12.2022,,09.09.2025
1507/RD/2023,29.12.2022,,05.02.2025
1508/RD/2023,05.01.2023,,28.07.2025
1509/RD/2023,28.12.2022,,21.07.2025
1510/RD/2023,23.12.2022,,10.07.2025
1511/RD/2023,10.01.2023,,14.01.2025
1512/RD/2023,28.12.2022,,04.03.2025
1513/RD/2023,23.12.2022,,02.10.2025
1514/RD/2023,29.12.2022,,19.06.2025
1515/RD/2023,10.01.2023,,08.10.2025
1516/RD/2023,09.01.2023,,14.01.2025
1517/RD/2023,04.01.2023,,23.08.2025
1518/RD/2023,28.12.2022,,29.10.2025
1519/RD/2023,12.01.2023,,08.04.2025
1520/RD/2023,11.01.2023,,23.08.2025
1523/RD/2023,28.12.2022,18.12.2025,
1524/RD/2023,23.12.2022,,19.09.2025
1525/RD/2023,05.01.2023,,31.03.2025
1526/RD/2023,11.01.2023,,11.09.2025
1527/RD/2023,23.12.2022,30.06.2023,
1528/RD/2023,27.12.2022,,04.03.2025
1529/RD/2023,12.01.2023,20.02.2026,
1530/RD/2023,28.12.2022,,22.11.2025
1531/RD/2023,23.12.2022,,29.07.2025
1540/RD/2023,19.12.2022,24.04.2023,
1543/RD/2023,21.12.2022,,03.07.2025
1564/RD/2023,11.01.2023,,10.01.2026
1602/RD/2023,20.12.2022,,22.11.2025
1611/RD/2023,16.01.2023,,22.01.2025
1615/RD/2023,16.01.2023,30.05.2025,
1619/RD/2023,16.01.2023,,03.07.2025
1623/RD/2023,16.01.2023,30.05.2025,
1627/RD/2023,16.01.2023,,08.07.2025
1631/RD/2023,16.01.2023,,11.07.2025
1633/RD/2023,16.01.2023,30.05.2025,
1638/RD/2023,16.01.2023,30.05.2025,
1698/RD/2023,16.01.2023,30.05.2025,
1701/RD/2023,16.01.2023,,07.02.2025
1705/RD/2023,16.01.2023,19.12.2025,
1708/RD/2023,16.01.2023,19.12.2025,
1801/RD/2023,16.01.2023,,30.01.2025
1803/RD/2023,16.01.2023,,23.12.2025
1840/RD/2023,17.01.2023,,14.01.2024
1855/RD/2023,17.01.2023,,19.11.2025
1859/RD/2023,17.01.2023,,19.09.2025
1863/RD/2023,17.01.2023,,23.12.2025
1866/RD/2023,17.01.2023,,08.04.2025
1870/RD/2023,17.01.2023,,11.10.2025
1909/RD/2023,17.01.2023,,07.07.2025
1917/RD/2023,17.01.2023,19.12.2025,
1920/RD/2023,17.01.2023,,31.03.2025
1924/RD/2023,17.01.2023,,19.10.2025
1925/RD/2023,17.01.2023,,12.06.2025
1928/RD/2023,17.01.2023,19.12.2025,
1930/RD/2023,17.01.2023,19.12.2025,
2020/RD/2023,18.01.2023,19.12.2025,
2053/RD/2023,18.01.2023,,25.09.2025
2061/RD/2023,18.01.2023,,22.08.2025
2067/RD/2023,18.01.2023,,21.12.2025
2070/RD/2023,18.01.2023,,13.03.2025
2076/RD/2023,18.01.2023,19.12.2025,
2079/RD/2023,18.01.2023,19.12.2025,
2093/RD/2023,18.01.2023,,04.03.2025
2096/RD/2023,18.01.2023,,19.06.2025
2100/RD/2023,18.01.2023,,19.03.2025
2102/RD/2023,18.01.2023,,12.05.2025
2146/RD/2023,18.01.2023,12.06.2025,
2151/RD/2023,18.01.2023,,18.05.2025
2155/RD/2023,18.01.2023,,06.11.2025
2158/RD/2023,18.01.2023,,14.01.2025
2214/RD/2023,19.01.2023,,21.12.2025
2253/RD/2023,19.01.2023,,22.11.2025
2269/RD/2023,19.01.2023,,23.09.2025
2274/RD/2023,19.01.2023,,29.05.2025
2322/RD/2023,19.01.2023,,16.12.2025
2323/RD/2023,19.01.2023,,29.07.2025
2326/RD/2023,19.01.2023,,16.02.2025
2380/RD/2023,19.01.2023,,14.05.2025
2517/RD/2023,25.01.2023,,19.06.2025
2521/RD/2023,25.01.2023,,19.06.2025
2531/RD/2023,25.01.2023,,19.06.2025
2619/RD/2023,25.01.2023,,08.10.2025
2622/RD/2023,25.01.2023,,29.05.2025
2627/RD/2023,25.01.2023,,11.06.2025
2630/RD/2023,25.01.2023,,19.11.2025
2647/RD/2023,25.01.2023,,22.01.2025
2649/RD/2023,25.01.2023,,19.06.2025
2656/RD/2023,25.01.2023,,03.07.2025
2661/RD/2023,25.01.2023,07.07.2023,
2702/RD/2023,26.01.2023,07.07.2023,
2706/RD/2023,26.01.2023,07.07.2023,
2729/RD/2023,26.01.2023,,21.09.2024
2772/RD/2023,26.01.2023,07.07.2023,
2775/RD/2023,26.01.2023,07.07.2023,
2777/RD/2023,26.01.2023,07.07.2023,
2782/RD/2023,26.01.2023,07.07.2023,
2787/RD/2023,26.01.2023,07.07.2023,
2819/RD/2023,26.01.2023,07.07.2023,
2828/RD/2023,26.01.2023,,15.07.2025
2829/RD/2023,26.01.2023,07.07.2023,
2831/RD/2023,26.01.2023,07.07.2023,
2940/RD/2023,26.01.2023,07.07.2023,
2941/RD/2023,18.01.2023,,06.02.2024
2942/RD/2023,18.01.2023,,19.11.2024
2943/RD/2023,16.01.2023,,13.11.2025
2944/RD/2023,18.01.2023,,20.07.2024
2945/RD/2023,26.01.2023,,14.11.2024
2946/RD/2023,17.01.2023,,19.11.2025
2947/RD/2023,26.01.2023,,11.07.2024
2948/RD/2023,26.01.2023,,29.10.2024
2949/RD/2023,19.01.2023,,10.05.2025
2950/RD/2023,26.01.2023,,04.05.2024
2951/RD/2023,20.01.2023,,17.10.2025
2952/RD/2023,26.01.2023,,05.02.2024
2953/RD/2023,19.01.2023,07.07.2023,
2954/RD/2023,17.01.2023,07.07.2023,
2955/RD/2023,13.01.2023,,11.12.2025
2956/RD/2023,20.01.2023,07.07.2023,
2957/RD/2023,19.01.2023,07.07.2023,
2958/RD/2023,19.01.2023,,22.04.2025
2959/RD/2023,26.01.2023,,14.07.2024
2960/RD/2023,17.01.2023,,26.03.2024
2961/RD/2023,18.01.2023,,09.04.2025
2962/RD/2023,25.01.2023,,23.12.2024
2963/RD/2023,25.01.2023,,05.03.2025
2964/RD/2023,25.01.2023,,11.02.2025
2965/RD/2023,06.12.2022,07.07.2023,
2966/RD/2023,26.01.2023,,04.12.2024
2967/RD/2023,20.01.2023,,20.09.2025
2968/RD/2023,26.01.2023,,20.09.2025
2969/RD/2023,17.01.2023,,12.09.2024
2970/RD/2023,16.01.2023,07.07.2023,
2971/RD/2023,20.01.2023,07.07.2023,
2972/RD/2023,25.01.2023,07.07.2023,
2973/RD/2023,17.01.2023,,13.03.2025
2974/RD/2023,19.01.2023,07.07.2023,
2975/RD/2023,16.01.2023,,22.04.2025
2976/RD/2023,18.01.2023,,18.05.2024
2977/RD/2023,20.01.2023,,12.07.2025
2978/RD/2023,19.01.2023,,22.08.2025
2979/RD/2023,25.01.2023,,30.01.2025
2980/RD/2023,19.01.2023,05.02.2024,
2981/RD/2023,26.01.2023,15.05.2025,
2982/RD/2023,13.01.2023,07.07.2023,
2983/RD/2023,19.01.2023,,05.03.2025
2984/RD/2023,17.01.2023,,24.05.2025
2985/RD/2023,25.01.2023,,08.10.2025
2986/RD/2023,13.01.2023,07.07.2023,
2987/RD/2023,17.01.2023,,30.09.2025
2988/RD/2023,17.01.2023,,30.07.2024
2989/RD/2023,26.01.2023,,28.07.2025
2990/RD/2023,26.01.2023,,29.05.2024
2991/RD/2023,25.01.2023,,19.03.2024
2992/RD/2023,26.01.2023,,21.02.2024
2993/RD/2023,17.01.2023,,07.06.2024
2994/RD/2023,19.01.2023,,19.09.2024
2995/RD/2023,19.01.2023,,22.08.2024
2996/RD/2023,13.01.2023,07.07.2023,
2997/RD/2023,25.01.2023,,08.05.2025
2998/RD/2023,13.01.2023,07.07.2023,
2999/RD/2023,20.01.2023,,05.03.2024
3000/RD/2023,17.01.2023,,08.10.2025
