NR. DOSAR,DATA ÎNREGISTRĂRII,TERMEN,SOLUȚIE
18458/RD/2023,29.05.2023,27.10.2023,
18475/RD/2023,29.05.2023,27.10.2023,
18478/RD/2023,29.05.2023,27.10.2023,
18480/RD/2023,29.05.2023,27.10.2023,
18483/RD/2023,29.05.2023,27.10.2023,
18486/RD/2023,29.05.2023,27.10.2023,
18490/RD/2023,29.05.2023,27.10.2023,
18494/RD/2023,29.05.2023,27.10.2023,
18497/RD/2023,29.05.2023,27.10.2023,
18506/RD/2023,29.05.2023,27.10.2023,
18509/RD/2023,29.05.2023,27.10.2023,
18511/RD/2023,29.05.2023,27.10.2023,
18514/RD/2023,29.05.2023,27.10.2023,
18543/RD/2023,29.05.2023,,06.11.2025
18653/RD/2023,30.05.2023,27.10.2023,
18674/RD/2023,30.05.2023,27.10.2023,
18675/RD/2023,30.05.2023,27.10.2023,
18677/RD/2023,30.05.2023,27.10.2023,
18681/RD/2023,30.05.2023,27.10.2023,
18684/RD/2023,30.05.2023,27.10.2023,
18689/RD/2023,30.05.2023,27.10.2023,
18691/RD/2023,30.05.2023,27.10.2023,
18692/RD/2023,30.05.2023,27.10.2023,
18695/RD/2023,30.05.2023,27.10.2023,
18743/RD/2023,31.05.2023,27.10.2023,
18744/RD/2023,31.05.2023,27.10.2023,
18753/RD/2023,31.05.2023,27.10.2023,
18756/RD/2023,31.05.2023,27.10.2023,
18760/RD/2023,31.05.2023,27.10.2023,
18911/RD/2023,31.05.2023,27.10.2023,
18914/RD/2023,31.05.2023,27.10.2023,
18917/RD/2023,31.05.2023,27.10.2023,
18920/RD/2023,31.05.2023,03.11.2023,
18923/RD/2023,31.05.2023,27.10.2023,
19045/RD/2023,06.06.2023,,23.01.2024
19051/RD/2023,06.06.2023,,18.03.2024
19078/RD/2023,06.06.2023,,19.11.2024
19086/RD/2023,06.06.2023,,17.10.2024
19091/RD/2023,06.06.2023,27.10.2023,
19095/RD/2023,06.06.2023,27.10.2023,
19098/RD/2023,06.06.2023,27.10.2023,
19101/RD/2023,06.06.2023,27.10.2023,
19104/RD/2023,06.06.2023,27.10.2023,
19111/RD/2023,06.06.2023,27.10.2023,
19139/RD/2023,06.06.2023,27.10.2023,
19142/RD/2023,06.06.2023,27.10.2023,
19145/RD/2023,06.06.2023,27.10.2023,
19147/RD/2023,06.06.2023,27.10.2023,
19153/RD/2023,06.06.2023,27.10.2023,
19155/RD/2023,06.06.2023,27.10.2023,
19159/RD/2023,06.06.2023,27.10.2023,
19163/RD/2023,06.06.2023,27.10.2023,
19169/RD/2023,06.06.2023,27.10.2023,
19173/RD/2023,06.06.2023,27.10.2023,
19178/RD/2023,06.06.2023,27.10.2023,
19180/RD/2023,06.06.2023,27.10.2023,
19183/RD/2023,06.06.2023,27.10.2023,
19184/RD/2023,06.06.2023,,08.04.2024
19186/RD/2023,06.06.2023,27.10.2023,
19188/RD/2023,06.06.2023,,03.07.2024
19189/RD/2023,06.06.2023,27.10.2023,
19190/RD/2023,06.06.2023,,24.05.2024
19192/RD/2023,06.06.2023,,05.03.2024
19358/RD/2023,07.06.2023,,04.11.2024
19380/RD/2023,07.06.2023,27.10.2023,
19384/RD/2023,07.06.2023,27.10.2023,
19386/RD/2023,07.06.2023,27.10.2023,
19391/RD/2023,07.06.2023,03.11.2023,
19392/RD/2023,07.06.2023,,12.09.2024
19393/RD/2023,07.06.2023,03.11.2023,
19416/RD/2023,07.06.2023,,23.10.2024
19512/RD/2023,08.06.2023,,11.12.2024
19544/RD/2023,08.06.2023,03.11.2023,
19547/RD/2023,08.06.2023,03.11.2023,
19552/RD/2023,08.06.2023,03.11.2023,
19555/RD/2023,08.06.2023,03.11.2023,
19566/RD/2023,08.06.2023,03.11.2023,
19570/RD/2023,08.06.2023,03.11.2023,
19571/RD/2023,08.06.2023,03.11.2023,
19574/RD/2023,08.06.2023,03.11.2023,
19575/RD/2023,08.06.2023,03.11.2023,
19576/RD/2023,08.06.2023,03.11.2023,
19577/RD/2023,08.06.2023,03.11.2023,
19579/RD/2023,08.06.2023,03.11.2023,
19580/RD/2023,08.06.2023,03.11.2023,
19582/RD/2023,08.06.2023,03.11.2023,
19583/RD/2023,08.06.2023,03.11.2023,
19587/RD/2023,08.06.2023,03.11.2023,
19591/RD/2023,08.06.2023,03.11.2023,
19592/RD/2023,08.06.2023,03.11.2023,
19595/RD/2023,08.06.2023,19.12.2025,
19596/RD/2023,08.06.2023,03.11.2023,
19600/RD/2023,08.06.2023,03.11.2023,
19603/RD/2023,08.06.2023,03.11.2023,
19608/RD/2023,08.06.2023,03.11.2023,
19614/RD/2023,08.06.2023,03.11.2023,
19618/RD/2023,08.06.2023,03.11.2023,
19621/RD/2023,08.06.2023,03.11.2023,
19624/RD/2023,08.06.2023,03.11.2023,
19628/RD/2023,08.06.2023,03.11.2023,
19630/RD/2023,08.06.2023,03.11.2023,
19828/RD/2023,12.06.2023,,18.05.2024
19829/RD/2023,12.06.2023,,29.07.2025
19830/RD/2023,12.06.2023,,12.05.2025
19850/RD/2023,12.06.2023,03.11.2023,
19860/RD/2023,12.06.2023,03.11.2023,
19866/RD/2023,12.06.2023,03.11.2023,
19871/RD/2023,12.06.2023,03.11.2023,
19885/RD/2023,12.06.2023,03.11.2023,
19889/RD/2023,12.06.2023,03.11.2023,
19894/RD/2023,12.06.2023,03.11.2023,
19900/RD/2023,12.06.2023,03.11.2023,
19914/RD/2023,12.06.2023,03.11.2023,
19920/RD/2023,12.06.2023,03.11.2023,
19923/RD/2023,12.06.2023,03.11.2023,
19926/RD/2023,12.06.2023,03.11.2023,
19939/RD/2023,12.06.2023,03.11.2023,
19943/RD/2023,12.06.2023,03.11.2023,
20074/RD/2023,13.06.2023,,09.09.2024
20092/RD/2023,13.06.2023,03.11.2023,
20110/RD/2023,13.06.2023,,11.10.2024
20151/RD/2023,13.06.2023,03.11.2023,
20155/RD/2023,13.06.2023,03.11.2023,
20159/RD/2023,13.06.2023,03.11.2023,
20163/RD/2023,13.06.2023,03.11.2023,
20175/RD/2023,13.06.2023,03.11.2023,
20184/RD/2023,13.06.2023,03.11.2023,
20190/RD/2023,13.06.2023,03.11.2023,
20206/RD/2023,13.06.2023,03.11.2023,
20209/RD/2023,13.06.2023,03.11.2023,
20211/RD/2023,13.06.2023,03.11.2023,
20216/RD/2023,13.06.2023,03.11.2023,
20231/RD/2023,13.06.2023,03.11.2023,
20241/RD/2023,13.06.2023,03.11.2023,
20263/RD/2023,14.06.2023,03.11.2023,
20388/RD/2023,14.06.2023,,07.03.2025
20450/RD/2023,15.06.2023,,10.05.2024
20485/RD/2023,15.06.2023,,11.09.2024
20487/RD/2023,15.06.2023,,23.12.2024
20489/RD/2023,15.06.2023,,10.04.2024
20492/RD/2023,15.06.2023,,04.03.2024
20506/RD/2023,15.06.2023,03.11.2023,
20512/RD/2023,15.06.2023,03.11.2023,
20515/RD/2023,15.06.2023,,11.07.2024
20517/RD/2023,15.06.2023,03.11.2023,
20521/RD/2023,15.06.2023,,24.08.2024
20522/RD/2023,15.06.2023,,05.02.2024
20523/RD/2023,15.06.2023,,05.02.2024
20524/RD/2023,15.06.2023,03.11.2023,
20526/RD/2023,15.06.2023,03.11.2023,
20528/RD/2023,15.06.2023,03.11.2023,
20531/RD/2023,15.06.2023,03.11.2023,
20534/RD/2023,15.06.2023,03.11.2023,
20543/RD/2023,15.06.2023,03.11.2023,
20545/RD/2023,15.06.2023,03.11.2023,
20547/RD/2023,15.06.2023,,11.02.2024
20554/RD/2023,15.06.2023,,29.07.2024
20559/RD/2023,15.06.2023,,23.10.2024
20591/RD/2023,16.06.2023,,24.05.2024
20593/RD/2023,16.06.2023,,19.09.2024
20601/RD/2023,16.06.2023,,28.06.2024
20604/RD/2023,16.06.2023,,07.02.2024
20615/RD/2023,16.06.2023,,15.07.2024
20618/RD/2023,16.06.2023,,22.04.2024
20672/RD/2023,19.06.2023,03.11.2023,
20681/RD/2023,19.06.2023,03.11.2023,
20684/RD/2023,19.06.2023,17.11.2023,
20695/RD/2023,19.06.2023,17.11.2023,
20700/RD/2023,19.06.2023,17.11.2023,
20704/RD/2023,19.06.2023,17.11.2023,
20725/RD/2023,19.06.2023,17.11.2023,
20731/RD/2023,19.06.2023,17.11.2023,
20732/RD/2023,19.06.2023,17.11.2023,
20750/RD/2023,19.06.2023,17.11.2023,
20755/RD/2023,19.06.2023,17.11.2023,
20761/RD/2023,19.06.2023,17.11.2023,
20765/RD/2023,19.06.2023,17.11.2023,
20768/RD/2023,19.06.2023,17.11.2023,
20808/RD/2023,19.06.2023,,25.09.2024
20810/RD/2023,19.06.2023,,29.05.2024
20918/RD/2023,20.06.2023,,29.05.2024
20923/RD/2023,20.06.2023,,18.03.2024
20965/RD/2023,20.06.2023,17.11.2023,
20970/RD/2023,20.06.2023,17.11.2023,
20972/RD/2023,20.06.2023,17.11.2023,
20979/RD/2023,20.06.2023,17.11.2023,
20986/RD/2023,20.06.2023,17.11.2023,
20992/RD/2023,20.06.2023,17.11.2023,
20997/RD/2023,20.06.2023,17.11.2023,
21003/RD/2023,20.06.2023,17.11.2023,
21232/RD/2023,21.06.2023,17.11.2023,
21233/RD/2023,21.06.2023,17.11.2023,
21235/RD/2023,21.06.2023,17.11.2023,
21239/RD/2023,21.06.2023,17.11.2023,
21242/RD/2023,21.06.2023,17.11.2023,
21246/RD/2023,21.06.2023,17.11.2023,
21247/RD/2023,21.06.2023,17.11.2023,
21249/RD/2023,21.06.2023,17.11.2023,
21252/RD/2023,21.06.2023,17.11.2023,
21253/RD/2023,21.06.2023,17.11.2023,
21256/RD/2023,21.06.2023,17.11.2023,
21259/RD/2023,21.06.2023,17.11.2023,
21261/RD/2023,21.06.2023,17.11.2023,
21262/RD/2023,21.06.2023,17.11.2023,
21263/RD/2023,21.06.2023,17.11.2023,
21264/RD/2023,21.06.2023,17.11.2023,
21265/RD/2023,21.06.2023,17.11.2023,
21266/RD/2023,21.06.2023,17.11.2023,
21267/RD/2023,21.06.2023,17.11.2023,
21296/RD/2023,22.06.2023,17.11.2023,
21301/RD/2023,22.06.2023,17.11.2023,
21357/RD/2023,22.06.2023,17.11.2023,
21361/RD/2023,22.06.2023,17.11.2023,
21364/RD/2023,22.06.2023,17.11.2023,
21365/RD/2023,22.06.2023,17.11.2023,
21370/RD/2023,22.06.2023,17.11.2023,
21373/RD/2023,22.06.2023,17.11.2023,
21374/RD/2023,22.06.2023,17.11.2023,
21378/RD/2023,22.06.2023,,23.08.2025
21379/RD/2023,22.06.2023,17.11.2023,
21380/RD/2023,22.06.2023,17.11.2023,
21381/RD/2023,22.06.2023,17.11.2023,
21390/RD/2023,22.06.2023,,25.09.2024
21535/RD/2023,26.06.2023,17.11.2023,
21548/RD/2023,26.06.2023,,15.07.2025
21557/RD/2023,26.06.2023,,11.07.2025
21561/RD/2023,26.06.2023,17.11.2023,
21564/RD/2023,26.06.2023,17.11.2023,
21589/RD/2023,26.06.2023,17.11.2023,
21591/RD/2023,26.06.2023,17.11.2023,
21593/RD/2023,26.06.2023,17.11.2023,
21594/RD/2023,26.06.2023,17.11.2023,
21596/RD/2023,26.06.2023,17.11.2023,
21599/RD/2023,26.06.2023,17.11.2023,
21603/RD/2023,26.06.2023,17.11.2023,
21604/RD/2023,26.06.2023,17.11.2023,
21606/RD/2023,26.06.2023,17.11.2023,
21608/RD/2023,26.06.2023,17.11.2023,
21611/RD/2023,26.06.2023,17.11.2023,
21625/RD/2023,27.06.2023,17.11.2023,
21629/RD/2023,27.06.2023,17.11.2023,
21632/RD/2023,27.06.2023,17.11.2023,
21636/RD/2023,27.06.2023,17.11.2023,
21637/RD/2023,27.06.2023,17.11.2023,
21638/RD/2023,27.06.2023,17.11.2023,
21640/RD/2023,27.06.2023,17.11.2023,
21641/RD/2023,27.06.2023,17.11.2023,
21643/RD/2023,27.06.2023,09.10.2023,
21652/RD/2023,27.06.2023,17.11.2023,
21661/RD/2023,27.06.2023,17.11.2023,
21672/RD/2023,27.06.2023,17.11.2023,
21818/RD/2023,28.06.2023,17.11.2023,
21821/RD/2023,28.06.2023,17.11.2023,
21827/RD/2023,28.06.2023,17.11.2023,
21872/RD/2023,28.06.2023,17.11.2023,
21912/RD/2023,28.06.2023,17.11.2023,
21913/RD/2023,28.06.2023,17.11.2023,
21919/RD/2023,28.06.2023,17.11.2023,
21921/RD/2023,28.06.2023,17.11.2023,
21924/RD/2023,28.06.2023,17.11.2023,
21926/RD/2023,28.06.2023,17.11.2023,
22045/RD/2023,29.06.2023,09.10.2023,
22049/RD/2023,29.06.2023,17.11.2023,
22087/RD/2023,29.06.2023,17.11.2023,
22091/RD/2023,29.06.2023,17.11.2023,
22094/RD/2023,29.06.2023,17.11.2023,
22097/RD/2023,29.06.2023,17.11.2023,
22100/RD/2023,29.06.2023,17.11.2023,
22103/RD/2023,29.06.2023,17.11.2023,
22106/RD/2023,29.06.2023,17.11.2023,
22115/RD/2023,29.06.2023,17.11.2023,
22117/RD/2023,29.06.2023,17.11.2023,
22408/RD/2023,04.07.2023,17.11.2023,
22411/RD/2023,04.07.2023,17.11.2023,
22513/RD/2023,04.07.2023,17.11.2023,
22515/RD/2023,04.07.2023,17.11.2023,
22517/RD/2023,04.07.2023,17.11.2023,
22521/RD/2023,04.07.2023,17.11.2023,
22573/RD/2023,05.07.2023,,29.05.2024
22588/RD/2023,05.07.2023,17.11.2023,
22593/RD/2023,05.07.2023,17.11.2023,
22597/RD/2023,05.07.2023,17.11.2023,
22602/RD/2023,05.07.2023,17.11.2023,
22606/RD/2023,05.07.2023,17.11.2023,
22612/RD/2023,05.07.2023,17.11.2023,
22614/RD/2023,05.07.2023,17.11.2023,
22617/RD/2023,05.07.2023,17.11.2023,
22621/RD/2023,05.07.2023,17.11.2023,
22623/RD/2023,05.07.2023,17.11.2023,
22626/RD/2023,05.07.2023,17.11.2023,
22667/RD/2023,05.07.2023,17.11.2023,
22669/RD/2023,05.07.2023,17.11.2023,
22671/RD/2023,05.07.2023,17.11.2023,
22753/RD/2023,05.07.2023,,09.09.2024
22785/RD/2023,06.07.2023,,30.01.2024
22791/RD/2023,06.07.2023,,13.03.2024
22796/RD/2023,06.07.2023,,24.08.2024
22859/RD/2023,06.07.2023,,13.03.2024
22888/RD/2023,06.07.2023,17.11.2023,
22891/RD/2023,06.07.2023,,22.01.2026
22892/RD/2023,06.07.2023,17.11.2023,
22895/RD/2023,06.07.2023,17.11.2023,
22898/RD/2023,06.07.2023,,14.01.2026
23018/RD/2023,27.04.2023,17.11.2023,
23019/RD/2023,11.04.2023,17.11.2023,
23020/RD/2023,04.05.2023,17.11.2023,
23021/RD/2023,19.04.2023,,04.12.2024
23023/RD/2023,11.04.2023,17.11.2023,
23024/RD/2023,03.05.2023,,12.01.2024
23025/RD/2023,24.04.2023,,25.10.2024
23026/RD/2023,19.04.2023,,06.02.2024
23027/RD/2023,20.04.2023,,08.05.2024
23028/RD/2023,27.04.2023,17.11.2023,
23029/RD/2023,10.04.2023,,14.01.2025
23030/RD/2023,26.04.2023,24.12.2025,
23031/RD/2023,19.04.2023,,29.07.2024
23032/RD/2023,19.04.2023,,03.07.2024
23033/RD/2023,04.05.2023,17.11.2023,
23034/RD/2023,07.04.2023,17.11.2023,
23035/RD/2023,25.04.2023,17.11.2023,
23036/RD/2023,07.04.2023,17.11.2023,
23037/RD/2023,27.04.2023,17.11.2023,
23038/RD/2023,24.04.2023,,10.12.2024
23039/RD/2023,09.02.2023,,14.11.2024
23040/RD/2023,07.04.2023,17.11.2023,
23042/RD/2023,12.04.2023,17.11.2023,
23043/RD/2023,20.04.2023,,15.07.2025
23044/RD/2023,28.04.2023,17.11.2023,
23045/RD/2023,04.05.2023,17.11.2023,
23046/RD/2023,05.05.2023,,11.12.2024
23047/RD/2023,11.04.2023,17.11.2023,
23048/RD/2023,11.04.2023,17.11.2023,
23049/RD/2023,04.05.2023,17.11.2023,
23050/RD/2023,13.04.2023,17.11.2023,
23051/RD/2023,24.04.2023,,14.01.2024
23052/RD/2023,25.04.2023,17.11.2023,
23053/RD/2023,05.05.2023,17.11.2023,
23054/RD/2023,28.04.2023,17.11.2023,
23055/RD/2023,24.04.2023,,19.11.2024
23056/RD/2023,03.05.2023,,14.07.2024
23057/RD/2023,18.04.2023,,28.01.2024
23058/RD/2023,24.04.2023,,10.01.2024
23059/RD/2023,12.04.2023,17.11.2023,
23060/RD/2023,25.04.2023,,21.12.2025
23061/RD/2023,25.04.2023,17.11.2023,
23062/RD/2023,25.04.2023,17.11.2023,
23063/RD/2023,24.04.2023,,14.07.2024
23064/RD/2023,03.05.2023,,07.06.2024
23065/RD/2023,19.04.2023,,19.09.2024
23066/RD/2023,12.04.2023,17.11.2023,
23067/RD/2023,24.04.2023,17.11.2023,
23068/RD/2023,25.04.2023,,08.07.2025
23069/RD/2023,19.04.2023,17.11.2023,
23070/RD/2023,19.04.2023,,13.03.2024
23071/RD/2023,28.04.2023,17.11.2023,
23072/RD/2023,07.04.2023,17.11.2023,
23073/RD/2023,03.05.2023,,27.11.2024
23074/RD/2023,13.04.2023,17.11.2023,
23075/RD/2023,03.05.2023,17.11.2023,
23076/RD/2023,25.04.2023,,10.12.2025
23077/RD/2023,13.04.2023,17.11.2023,
23078/RD/2023,07.04.2023,17.11.2023,
23079/RD/2023,04.05.2023,,05.03.2024
23080/RD/2023,24.04.2023,17.11.2023,
23081/RD/2023,03.05.2023,,14.05.2024
23082/RD/2023,24.04.2023,,12.09.2024
23083/RD/2023,04.05.2023,,14.07.2024
23084/RD/2023,24.04.2023,,05.03.2025
23085/RD/2023,25.04.2023,17.11.2023,
23086/RD/2023,24.04.2023,,14.01.2025
23087/RD/2023,18.04.2023,,28.07.2025
23088/RD/2023,19.04.2023,17.11.2023,
23089/RD/2023,04.05.2023,17.11.2023,
23090/RD/2023,07.04.2023,17.11.2023,
23091/RD/2023,27.04.2023,17.11.2023,
23092/RD/2023,25.04.2023,,21.09.2025
23093/RD/2023,18.04.2023,,12.09.2025
23094/RD/2023,24.04.2023,,04.07.2025
23095/RD/2023,05.05.2023,17.11.2023,
23096/RD/2023,19.04.2023,17.11.2023,
23097/RD/2023,03.05.2023,,16.02.2025
23098/RD/2023,05.05.2023,17.11.2023,
23099/RD/2023,24.04.2023,17.11.2023,
23100/RD/2023,04.05.2023,17.11.2023,
23101/RD/2023,02.05.2023,,28.01.2025
23102/RD/2023,07.04.2023,17.11.2023,
23103/RD/2023,25.04.2023,17.11.2023,
23104/RD/2023,25.04.2023,,31.03.2025
23105/RD/2023,05.05.2023,17.11.2023,
23106/RD/2023,04.05.2023,,23.10.2024
23107/RD/2023,19.04.2023,,07.07.2025
23108/RD/2023,26.04.2023,,04.12.2025
23109/RD/2023,03.05.2023,,14.07.2025
23110/RD/2023,24.04.2023,,04.03.2025
23111/RD/2023,10.04.2023,,18.08.2025
23120/RD/2023,28.04.2023,28.11.2025,
23151/RD/2023,21.04.2023,28.11.2025,
23207/RD/2023,03.05.2023,11.10.2023,
23232/RD/2023,22.05.2023,17.11.2023,
23233/RD/2023,30.05.2023,,12.09.2024
23234/RD/2023,30.05.2023,17.11.2023,
23235/RD/2023,22.05.2023,,20.09.2024
23236/RD/2023,30.05.2023,17.11.2023,
23237/RD/2023,30.05.2023,17.11.2023,
23238/RD/2023,29.05.2023,17.11.2023,
23239/RD/2023,12.05.2023,17.11.2023,
23240/RD/2023,08.05.2023,17.11.2023,
23241/RD/2023,16.05.2023,17.11.2023,
23242/RD/2023,25.05.2023,17.11.2023,
23243/RD/2023,17.05.2023,17.11.2023,
23244/RD/2023,17.05.2023,17.11.2023,
23245/RD/2023,09.05.2023,17.11.2023,
23246/RD/2023,18.05.2023,17.11.2023,
23247/RD/2023,09.05.2023,17.11.2023,
23248/RD/2023,09.05.2023,17.11.2023,
23249/RD/2023,17.05.2023,17.11.2023,
23250/RD/2023,30.05.2023,17.11.2023,
23251/RD/2023,22.05.2023,17.11.2023,
23252/RD/2023,07.06.2023,,19.11.2024
23253/RD/2023,30.05.2023,17.11.2023,
23254/RD/2023,31.05.2023,17.11.2023,
23255/RD/2023,15.05.2023,17.11.2023,
23256/RD/2023,19.05.2023,,30.09.2024
23257/RD/2023,22.05.2023,17.11.2023,
23258/RD/2023,17.05.2023,17.11.2023,
23259/RD/2023,22.05.2023,17.11.2023,
23260/RD/2023,22.05.2023,17.11.2023,
23261/RD/2023,23.05.2023,17.11.2023,
23262/RD/2023,07.06.2023,,28.05.2024
23263/RD/2023,31.05.2023,17.11.2023,
23264/RD/2023,18.05.2023,17.11.2023,
23265/RD/2023,30.05.2023,17.11.2023,
23266/RD/2023,23.05.2023,17.11.2023,
23267/RD/2023,07.06.2023,17.11.2023,
23268/RD/2023,09.05.2023,17.11.2023,
23269/RD/2023,22.05.2023,17.11.2023,
23270/RD/2023,15.05.2023,17.11.2023,
23271/RD/2023,18.05.2023,,21.07.2024
23272/RD/2023,22.05.2023,17.11.2023,
23273/RD/2023,31.05.2023,,19.02.2024
23274/RD/2023,22.05.2023,17.11.2023,
23275/RD/2023,16.05.2023,17.11.2023,
23276/RD/2023,25.05.2023,17.11.2023,
23277/RD/2023,29.05.2023,17.11.2023,
23278/RD/2023,15.05.2023,17.11.2023,
23279/RD/2023,25.05.2023,17.11.2023,
23280/RD/2023,11.05.2023,17.11.2023,
23281/RD/2023,11.05.2023,17.11.2023,
23282/RD/2023,06.06.2023,17.11.2023,
23283/RD/2023,05.05.2023,17.11.2023,
23284/RD/2023,16.05.2023,17.11.2023,
23285/RD/2023,16.05.2023,17.11.2023,
23286/RD/2023,17.05.2023,17.11.2023,
23287/RD/2023,19.05.2023,,11.06.2024
23288/RD/2023,12.05.2023,,23.01.2025
23289/RD/2023,29.05.2023,,29.10.2025
23290/RD/2023,10.05.2023,,21.03.2025
23291/RD/2023,08.05.2023,,15.11.2025
23292/RD/2023,12.05.2023,17.11.2023,
23293/RD/2023,12.05.2023,17.11.2023,
23294/RD/2023,15.05.2023,,18.05.2025
23295/RD/2023,29.05.2023,,27.05.2025
23296/RD/2023,17.05.2023,,19.09.2024
23297/RD/2023,22.05.2023,17.11.2023,
23298/RD/2023,18.05.2023,,08.07.2025
23299/RD/2023,16.05.2023,,14.07.2025
23300/RD/2023,22.05.2023,17.11.2023,
23301/RD/2023,06.06.2023,,24.08.2025
23302/RD/2023,17.05.2023,,11.06.2025
23303/RD/2023,06.06.2023,,15.05.2025
23304/RD/2023,19.05.2023,,04.03.2024
23305/RD/2023,06.06.2023,17.11.2023,
23306/RD/2023,08.05.2023,17.11.2023,
23307/RD/2023,08.05.2023,17.11.2023,
23308/RD/2023,07.06.2023,,30.07.2024
23309/RD/2023,08.05.2023,,19.10.2025
23310/RD/2023,09.05.2023,,06.02.2025
23311/RD/2023,25.05.2023,30.05.2026,
23312/RD/2023,22.05.2023,17.11.2023,
23313/RD/2023,26.05.2023,17.11.2023,
23314/RD/2023,22.05.2023,,09.04.2025
23315/RD/2023,24.05.2023,,07.07.2025
23316/RD/2023,24.05.2023,,14.05.2025
23317/RD/2023,09.05.2023,17.11.2023,
23318/RD/2023,06.06.2023,,16.11.2025
23319/RD/2023,25.05.2023,,04.03.2025
23320/RD/2023,25.05.2023,,18.01.2025
23321/RD/2023,31.05.2023,,07.03.2024
23322/RD/2023,22.05.2023,17.11.2023,
23323/RD/2023,15.05.2023,,23.09.2025
23324/RD/2023,22.05.2023,17.11.2023,
23325/RD/2023,08.05.2023,17.11.2023,
23326/RD/2023,25.05.2023,,20.07.2025
23327/RD/2023,06.06.2023,,16.06.2025
23328/RD/2023,22.05.2023,17.11.2023,
23329/RD/2023,16.05.2023,17.11.2023,
23330/RD/2023,17.05.2023,17.11.2023,
23331/RD/2023,09.05.2023,17.11.2023,
23332/RD/2023,12.04.2023,17.11.2023,
23333/RD/2023,25.05.2023,,18.05.2025
23334/RD/2023,24.05.2023,17.11.2023,
23335/RD/2023,24.05.2023,,29.07.2025
23336/RD/2023,09.05.2023,,12.09.2024
23337/RD/2023,08.05.2023,17.11.2023,
23338/RD/2023,29.05.2023,,19.09.2025
23339/RD/2023,06.06.2023,17.11.2023,
23340/RD/2023,09.05.2023,17.11.2023,
23341/RD/2023,17.05.2023,,29.10.2025
23342/RD/2023,30.05.2023,,14.11.2025
23343/RD/2023,30.05.2023,,21.03.2025
23344/RD/2023,25.05.2023,,13.03.2025
23345/RD/2023,24.05.2023,,16.11.2025
23346/RD/2023,25.05.2023,,16.02.2025
23347/RD/2023,22.05.2023,,15.07.2024
23348/RD/2023,08.05.2023,,13.03.2024
23349/RD/2023,22.05.2023,17.11.2023,
23350/RD/2023,06.06.2023,,15.07.2024
23351/RD/2023,17.05.2023,17.11.2023,
23352/RD/2023,24.05.2023,,22.11.2025
23353/RD/2023,26.05.2023,17.11.2023,
23354/RD/2023,18.05.2023,,18.03.2024
23355/RD/2023,22.05.2023,17.11.2023,
23356/RD/2023,22.05.2023,,25.09.2025
23357/RD/2023,29.05.2023,,03.07.2025
23358/RD/2023,24.05.2023,,04.05.2025
23359/RD/2023,17.05.2023,17.11.2023,
23360/RD/2023,16.05.2023,17.11.2023,
23361/RD/2023,28.04.2023,,22.01.2025
23362/RD/2023,09.05.2023,17.11.2023,
23363/RD/2023,30.05.2023,17.11.2023,
23364/RD/2023,24.05.2023,,07.02.2025
23365/RD/2023,11.05.2023,17.11.2023,
23366/RD/2023,30.05.2023,,31.03.2025
23367/RD/2023,06.06.2023,17.11.2023,
23368/RD/2023,10.05.2023,,18.01.2024
23369/RD/2023,05.05.2023,17.11.2023,
23370/RD/2023,31.05.2023,,14.05.2024
23371/RD/2023,05.05.2023,,11.12.2025
23372/RD/2023,06.06.2023,17.11.2023,
23373/RD/2023,24.02.2023,,30.01.2025
23374/RD/2023,09.05.2023,17.11.2023,
23375/RD/2023,30.05.2023,,14.01.2025
23376/RD/2023,11.05.2023,17.11.2023,
23377/RD/2023,15.05.2023,,16.11.2025
23378/RD/2023,16.05.2023,,23.12.2024
23379/RD/2023,31.05.2023,,04.01.2024
23380/RD/2023,12.04.2023,,18.01.2025
23381/RD/2023,18.05.2023,17.11.2023,
23382/RD/2023,29.05.2023,,03.07.2025
23383/RD/2023,18.05.2023,,04.07.2024
23384/RD/2023,16.05.2023,,12.09.2025
23385/RD/2023,16.05.2023,,11.03.2025
23386/RD/2023,22.05.2023,,04.11.2025
23387/RD/2023,24.05.2023,17.11.2023,
23388/RD/2023,31.05.2023,,25.09.2025
23389/RD/2023,22.05.2023,,04.11.2025
23390/RD/2023,22.05.2023,,18.01.2025
23391/RD/2023,10.05.2023,,10.07.2024
23392/RD/2023,07.06.2023,,16.12.2025
23393/RD/2023,24.05.2023,17.11.2023,
23394/RD/2023,06.06.2023,,10.12.2025
23395/RD/2023,17.05.2023,,13.11.2025
23396/RD/2023,06.06.2023,,03.07.2025
23397/RD/2023,17.05.2023,,03.07.2024
23398/RD/2023,22.05.2023,17.11.2023,
23399/RD/2023,30.05.2023,17.11.2023,
23400/RD/2023,07.06.2023,,20.07.2024
23401/RD/2023,31.05.2023,,30.01.2024
23402/RD/2023,09.05.2023,17.11.2023,
23403/RD/2023,22.05.2023,,11.10.2025
23404/RD/2023,07.06.2023,17.11.2023,
23405/RD/2023,19.05.2023,,23.12.2024
23406/RD/2023,22.05.2023,,15.07.2025
23407/RD/2023,16.05.2023,,05.03.2025
23408/RD/2023,31.05.2023,,19.09.2024
23409/RD/2023,30.05.2023,17.11.2023,
23410/RD/2023,10.05.2023,,18.05.2024
23411/RD/2023,16.05.2023,,21.02.2025
23412/RD/2023,22.05.2023,17.11.2023,
23413/RD/2023,25.05.2023,,30.01.2025
23414/RD/2023,24.05.2023,,22.04.2025
